scrap_date,update_date,price,city,location,product_type,furnish_type,number_of_rooms,floor_number,number_of_floors,size,year_of_construction
14-Nov-20,Actualizat în 10.11.2020,29,Iasi,Pacurari ,N/A,Unfurnished,1,2,3,39 mp,2020 (finalizata)
14-Nov-20,Actualizat în 29.10.2020,115,Iasi,Cug ,Detached,Unfurnished,3,5,8,86 mp,1987
14-Nov-20,Actualizat în 01.10.2020,46,Iasi,Pacurari ,Detached,Unfurnished,2,1,4,48.4 mp,2019
14-Nov-20,Actualizat în 05.11.2020,92.4,Iasi,Central ,N/A,Unfurnished,2,1,5,42 mp,2019
14-Nov-20,Actualizat în 09.10.2020,60,Iasi,Metalurgie ,Detached,Unfurnished,2,3,4,55 mp,1980
14-Nov-20,Actualizat în 05.11.2020,73,Iasi,Alexandru cel Bun ,Semi_detached,Unfurnished,3,8,8,64 mp,2014
14-Nov-20,Actualizat ieri,48,Iasi,Pacurari ,Detached,Unfurnished,2,1,4,46 mp,Între 1977 ºi 1990
14-Nov-20,Actualizat în 02.11.2020,141.172,Iasi,Tudor Vladimirescu ,Detached,Furnished,3,4,13,115 mp,2018
14-Nov-20,Actualizat în 02.11.2020,114.5,Iasi,Tudor Vladimirescu ,Detached,Furnished,3,10,13,84 mp,2019
14-Nov-20,Actualizat ieri,78.5,Iasi,Centru Civic ,N/A,Unfurnished,2,3,9,39 mp,2017
14-Nov-20,Actualizat în 11.11.2020,79.65,Iasi,Copou ,Detached,Furnished,3,Etaj 2,N/A,71 mp,2020
14-Nov-20,Actualizat în 06.11.2020,79.9,Iasi,Gara ,Detached,Furnished,2,6,9,70 mp,Între 1977 ºi 1990
14-Nov-20,Actualizat azi,51,Iasi,Pacurari ,Semi_detached,Unfurnished,2,3,4,48 mp,2019
14-Nov-20,Actualizat în 05.11.2020,74.338,Iasi,Tatarasi ,Detached,Furnished,3,2,10,68 mp,2020 (in constructie)
14-Nov-20,Actualizat ieri,55,Iasi,Copou ,Detached,Furnished,2,1,4,55 mp,2020
14-Nov-20,Actualizat în 05.11.2020,51.5,Iasi,Central ,N/A,Unfurnished,3,1,3,54 mp,2020 (finalizata)
14-Nov-20,Actualizat în 08.10.2020,86,Iasi,Bucium ,Detached,Furnished,2,4,4,60 mp,2015
14-Nov-20,Actualizat în 05.11.2020,50,Iasi,Alexandru cel Bun ,N/A,Unfurnished,2,3,4,40 mp,1972
14-Nov-20,Actualizat în 02.10.2020,50,Iasi,Copou ,Detached,Unfurnished,2,6,11,47 mp,2021 (in constructie)
14-Nov-20,Actualizat în 29.07.2020,42.5,Iasi,Pacurari ,N/A,Furnished,2,2,4,51 mp,2020 (finalizata)
14-Nov-20,Actualizat în 12.11.2020,75,Iasi,Tatarasi ,Detached,Furnished,3,2,8,77 mp,2021 (in constructie)
14-Nov-20,Actualizat în 27.07.2018,47,Iasi,Cug ,Detached,Unfurnished,2,1,12,63 mp,2017
14-Nov-20,Actualizat în 05.11.2020,67,Iasi,Galata ,Semi_detached,Unfurnished,2,3,6,44 mp,2017
14-Nov-20,Actualizat în 06.08.2020,39.77,Iasi,Pacurari ,Detached,Furnished,22,2,3,42 mp,N/A
14-Nov-20,Actualizat în 13.10.2020,99,Iasi,Pacurari ,Detached,Furnished,4,Parter,5,110 mp,2020 (in constructie)
14-Nov-20,Actualizat în 11.11.2020,88,Iasi,Copou ,Semi_detached,Furnished,2,2,5,54 mp,2020 (finalizata)
14-Nov-20,Actualizat în 04.11.2020,13.999,Iasi,Bularga ,Studio,Unfurnished,1,4,4,17 mp,1978
14-Nov-20,Introdus: Ieri,52,Iasi,Podu Ros ,Semi_detached,Unfurnished,3,Parter,4,55 mp,1977
14-Nov-20,Actualizat în 19.10.2020,105,Iasi,Centru Civic ,Semi_detached,Furnished,2,Etaj 3,N/A,N/A,N/A
14-Nov-20,Actualizat în 02.10.2020,65,Iasi,Copou ,Detached,Furnished,2,5,10,62 mp,2019
14-Nov-20,Actualizat azi,48,Iasi,Pacurari ,Detached,Unfurnished,2,Parter,4,50 mp,2007
14-Nov-20,Actualizat ieri,72.9,Iasi,Gara ,Detached,Unfurnished,3,2,8,68 mp,1984
14-Nov-20,Actualizat în 04.11.2020,75,Iasi,Podu Ros ,Detached,Unfurnished,4,1,4,95 mp,1970
14-Nov-20,Actualizat în 27.10.2020,64.5,Iasi,Copou ,Semi_detached,Unfurnished,2,1,10,79.2 mp,2020
14-Nov-20,Actualizat azi,52,Iasi,Cug ,N/A,Unfurnished,2,Parter,4,50 mp,2017
14-Nov-20,Actualizat ieri,79.999,Iasi,Gara ,Detached,Unfurnished,3,4,8,70 mp,1983
14-Nov-20,Actualizat în 05.11.2020,51.623,Iasi,Tatarasi ,N/A,Furnished,2,2,10,47 mp,2020 (in constructie)
14-Nov-20,Actualizat în 05.11.2020,35,Iasi,Podu Ros ,N/A,Unfurnished,2,2,4,30 mp,1970
14-Nov-20,Actualizat în 17.06.2020,47.5,Iasi,Pacurari ,Semi_detached,Furnished,2,2,3,50 mp,N/A
14-Nov-20,Actualizat în 05.11.2020,77.5,Iasi,Copou ,N/A,Unfurnished,2,4,5,50 mp,2019
14-Nov-20,Actualizat în 05.08.2020,68.8,Iasi,Copou ,Detached,Unfurnished,2,1,11,60.71 mp,2020
14-Nov-20,Actualizat în 20.10.2020,59.9,Iasi,Copou ,Semi_detached,Furnished,1,1,4,28 mp,2010
14-Nov-20,Actualizat în 30.09.2020,135,Iasi,Central ,Detached,Unfurnished,3,8,10,85 mp,1989
14-Nov-20,Actualizat în 19.08.2020,63,Iasi,Tatarasi ,Semi_detached,Unfurnished,2,4,5,54 mp,2012
14-Nov-20,Actualizat în 02.11.2020,61,Iasi,Pacurari ,Detached,Furnished,2,3,8,55 mp,2020 (finalizata)
14-Nov-20,Actualizat în 03.11.2020,68,Iasi,Tatarasi ,N/A,N/A,2,1,5,53.5 mp,2010
14-Nov-20,Actualizat în 12.11.2020,38.64,Iasi,Tatarasi ,Detached,Furnished,1,3,8,42 mp,2021 (in constructie)
14-Nov-20,Actualizat în 30.07.2020,47.5,Iasi,Galata ,Detached,Unfurnished,2,2,3,55 mp,2020 (in constructie)
14-Nov-20,Actualizat în 28.10.2020,60,Iasi,Copou ,Detached,Unfurnished,2,4,10,65 mp,2020 (in constructie)
14-Nov-20,Actualizat în 10.11.2020,51.9,Iasi,Dacia ,Detached,Unfurnished,2,2,4,47 mp,1982
14-Nov-20,Actualizat în 17.06.2020,59.1,Iasi,Nicolina ,Detached,Furnished,2,1,15,60 mp,N/A
14-Nov-20,Actualizat în 09.10.2020,65,Iasi,Tatarasi ,Detached,Unfurnished,3,1,4,65 mp,1970
14-Nov-20,Actualizat în 10.11.2020,36,Iasi,Visani ,Semi_detached,N/A,2,Etaj 2,N/A,45 mp,2020 (in constructie)
14-Nov-20,Actualizat în 02.11.2020,74.9,Iasi,Tatarasi ,Detached,Unfurnished,2,Parter,3,50 mp,2019
14-Nov-20,Actualizat în 04.11.2020,41.3,Iasi,Dacia ,Semi_detached,Unfurnished,2,4,4,42 mp,1978
14-Nov-20,Actualizat azi,62,Iasi,Pacurari ,Semi_detached,Unfurnished,2,3,4,44 mp,1978
14-Nov-20,Actualizat în 05.11.2020,72,Iasi,Podul de Fier ,Detached,Unfurnished,2,Parter,3,58 mp,2020 (finalizata)
14-Nov-20,Actualizat în 04.11.2020,52.5,Iasi,Tatarasi ,Detached,Unfurnished,2,6,10,50 mp,1970
14-Nov-20,Actualizat în 11.11.2020,33.6,Iasi,Pacurari ,Semi_detached,Unfurnished,1,1,3,35 mp,2020
14-Nov-20,Actualizat în 05.11.2020,63,Iasi,Bucium ,Detached,Unfurnished,2,2,5,60 mp,2014
14-Nov-20,Actualizat în 20.10.2020,84,Iasi,Tudor Vladimirescu ,N/A,Unfurnished,2,1,4,47 mp,2010
14-Nov-20,Actualizat în 12.11.2020,37,Iasi,Tatarasi ,Detached,Unfurnished,1,6,8,38 mp,2021 (in constructie)
14-Nov-20,Actualizat în 05.11.2020,47.5,Iasi,Bucium ,Detached,Unfurnished,1,2,3,37 mp,2020 (in constructie)
14-Nov-20,Actualizat ieri,72,Iasi,Bucsinescu ,Semi_detached,Unfurnished,2,2,3,60 mp,2013
14-Nov-20,Actualizat în 05.11.2020,135.55,Iasi,Central ,N/A,Furnished,3,1,5,76 mp,2019
14-Nov-20,Actualizat în 30.07.2020,37,Iasi,Pacurari ,Detached,Furnished,2,1,4,44 mp,Dupã 2010
14-Nov-20,Actualizat în 05.11.2020,62.999,Iasi,Canta ,Detached,Unfurnished,3,Parter,4,71 mp,1983
14-Nov-20,Actualizat ieri,43.9,Iasi,Popas Pacurari ,Detached,Furnished,2,1,2,42 mp,2019
14-Nov-20,Actualizat în 05.11.2020,89,Iasi,Copou ,N/A,Unfurnished,2,Parter,5,50 mp,2010
14-Nov-20,Actualizat în 12.11.2020,36,Iasi,Tatarasi ,Detached,Furnished,1,7,8,38 mp,2021 (in constructie)
14-Nov-20,Actualizat în 09.10.2020,75,Iasi,Podul de Fier ,Detached,Unfurnished,2,1,2,76 mp,2017
14-Nov-20,Actualizat în 01.10.2020,76,Iasi,Dacia ,Detached,N/A,3,7,8,75 mp,N/A
14-Nov-20,Actualizat în 28.10.2020,50.9,Iasi,Galata ,Detached,Unfurnished,2,1,3,49 mp,2020
14-Nov-20,Actualizat în 12.11.2020,37.17,Iasi,Pacurari ,Semi_detached,Unfurnished,2,1,4,48 mp,2020 (finalizata)
14-Nov-20,Actualizat în 04.11.2020,54.5,Iasi,Tatarasi ,Non_detached,Unfurnished,2,3,8,50 mp,2010
14-Nov-20,Actualizat azi,46,Iasi,Bucium ,Detached,Furnished,2,1,4,53.36 mp,2020 (in constructie)
14-Nov-20,Actualizat ieri,64,Iasi,Central ,Detached,Unfurnished,2,2,3,42 mp,1960
14-Nov-20,Actualizat în 05.11.2020,65.5,Iasi,Copou ,Detached,Unfurnished,2,10,11,62.08 mp,2020 (finalizata)
14-Nov-20,Actualizat în 05.11.2020,61.6,Iasi,Copou ,Detached,Unfurnished,2,7,11,53.55 mp,2020 (finalizata)
14-Nov-20,Actualizat în 05.11.2020,41.5,Iasi,Podu Ros ,Semi_detached,Unfurnished,2,Parter,4,52 mp,1970
14-Nov-20,Actualizat în 05.11.2020,52.9,Iasi,Mircea cel Batrân ,Detached,Unfurnished,3,10,10,73 mp,1977
14-Nov-20,Actualizat în 19.10.2020,42.9,Iasi,Podu Ros ,Semi_detached,Unfurnished,2,Parter,4,47 mp,1970
14-Nov-20,Actualizat în 10.11.2020,51,Iasi,Nicolina ,Detached,Unfurnished,2,1,3,52 mp,2020 (in constructie)
14-Nov-20,Actualizat în 27.10.2020,81,Iasi,Canta ,Detached,Unfurnished,3,2,4,70 mp,1981
14-Nov-20,Actualizat în 12.11.2020,75,Iasi,Copou ,Semi_detached,Furnished,2,Parter,4,44 mp,2018
14-Nov-20,Actualizat în 29.10.2020,73.5,Iasi,Nicolina ,Detached,Unfurnished,2,3,4,74 mp,1983
14-Nov-20,Actualizat în 06.11.2020,84.9,Iasi,Bucium ,Detached,Unfurnished,2,1,3,70 mp,2020 (in constructie)
14-Nov-20,Actualizat în 05.11.2020,63.5,Iasi,Copou ,Detached,Furnished,2,1,3,61.79 mp,2021 (in constructie)
14-Nov-20,Actualizat în 30.09.2020,61.2,Iasi,Cug ,Detached,Unfurnished,3,3,4,72 mp,2020 (finalizata)
14-Nov-20,Actualizat în 11.11.2020,68,Iasi,Copou ,Semi_detached,Unfurnished,2,Parter,2,60 mp,2020 (finalizata)
14-Nov-20,Actualizat în 11.11.2020,70.66,Iasi,Copou ,Detached,Furnished,3,2,6,71 mp,2020
14-Nov-20,Actualizat ieri,63,Iasi,Canta ,Detached,Unfurnished,3,4,5,60 mp,1981
14-Nov-20,Actualizat ieri,52,Iasi,Podu Ros ,Non_detached,Unfurnished,2,4,4,49 mp,1964
14-Nov-20,Actualizat în 28.10.2020,78.6,Iasi,Copou ,Semi_detached,Unfurnished,2,1,4,41 mp,2020 (finalizata)
14-Nov-20,Actualizat în 20.10.2020,62.7,Iasi,Copou ,Detached,Unfurnished,2,2,10,59 mp,2021 (in constructie)
14-Nov-20,Actualizat în 31.08.2020,56,Iasi,Pacurari ,Detached,Furnished,2,1,9,69 mp,2021
14-Nov-20,Actualizat azi,55.3,Iasi,Cug ,Detached,Unfurnished,2,2,3,60 mp,2019
14-Nov-20,Actualizat în 20.10.2020,52,Iasi,Copou ,N/A,Unfurnished,2,2,10,46 mp,2021 (in constructie)
14-Nov-20,Actualizat în 08.10.2020,69,Iasi,Bucium ,Detached,Unfurnished,3,2,3,75 mp,2015
14-Nov-20,Actualizat azi,56.9,Iasi,Pacurari ,Detached,Unfurnished,2,Etaj 5,N/A,52 mp,2008
14-Nov-20,Actualizat în 29.10.2020,55,Iasi,Nicolina ,Detached,Unfurnished,2,3,4,52 mp,1982
14-Nov-20,Actualizat în 11.11.2020,64,Iasi,Tatarasi ,Detached,Furnished,2,2,11,66 mp,2021 (in constructie)
14-Nov-20,Actualizat azi,42,Iasi,Tatarasi ,Semi_detached,Unfurnished,2,6,6,41 mp,2015
14-Nov-20,Actualizat în 05.11.2020,60.45,Iasi,Central ,N/A,Unfurnished,2,1,12,39 mp,2020 (finalizata)
14-Nov-20,Actualizat în 06.11.2020,29.9,Iasi,Bucium ,Detached,Unfurnished,1,3,7,35 mp,2021 (in constructie)
14-Nov-20,Actualizat în 11.11.2020,74.9,Iasi,Moara de Vânt ,Detached,Unfurnished,2,Parter,4,48 mp,1981
14-Nov-20,Actualizat azi,73,Iasi,Tudor Vladimirescu ,Semi_detached,Unfurnished,3,2,4,60 mp,2013
14-Nov-20,Actualizat în 05.11.2020,34,Iasi,Nicolina ,Detached,Unfurnished,1,4,4,34 mp,1981
14-Nov-20,Actualizat ieri,66,Iasi,Nicolina ,Detached,Unfurnished,3,1,4,60 mp,1982
14-Nov-20,Actualizat în 02.11.2020,70.5,Iasi,Copou ,Semi_detached,Furnished,2,2,5,58 mp,2020 (finalizata)
14-Nov-20,Actualizat în 04.11.2020,39.5,Iasi,Nicolina ,Detached,Unfurnished,2,6,8,40 mp,1990
14-Nov-20,Actualizat în 22.10.2020,66.4,Iasi,Galata ,Detached,Furnished,2,2,10,46 mp,2020 (in constructie)
14-Nov-20,Actualizat în 11.11.2020,50.81,Iasi,Copou ,Semi_detached,Furnished,2,2,6,51 mp,2020
14-Nov-20,Actualizat în 11.08.2020,47,Iasi,Podu Ros ,Semi_detached,Unfurnished,3,4,4,60 mp,1966
14-Nov-20,Actualizat în 05.11.2019,N/A,Iasi,Copou ,Detached,Furnished,2,Parter,10,61.11 mp,2019
14-Nov-20,Actualizat în 10.11.2020,35,Iasi,Galata ,Detached,Unfurnished,1,1,3,37 mp,2020 (in constructie)
14-Nov-20,Actualizat în 11.11.2020,49,Iasi,Tatarasi ,Detached,Furnished,2,2,10,50 mp,2021 (in constructie)
14-Nov-20,Actualizat în 02.11.2020,45.5,Iasi,Podu Ros ,Semi_detached,Unfurnished,2,3,4,52 mp,1970
14-Nov-20,Actualizat în 12.11.2020,84,Iasi,Tatarasi ,Semi_detached,Furnished,4,7,8,88 mp,2021 (in constructie)
14-Nov-20,Actualizat ieri,98.9,Iasi,Centru Civic ,Detached,Unfurnished,3,2,4,70 mp,1983
14-Nov-20,Actualizat în 12.11.2020,45,Iasi,Dacia ,Detached,Unfurnished,2,Parter,4,46 mp,1980
14-Nov-20,Actualizat în 02.09.2020,69.9,Iasi,Popas Pacurari ,Detached,Furnished,3,5,5,80 mp,2019
14-Nov-20,Actualizat în 12.11.2020,75.9,Iasi,Ultracentral ,Semi_detached,Unfurnished,2,2,6,50.6 mp,2021 (in constructie)
14-Nov-20,Actualizat în 27.10.2020,52,Iasi,Alexandru cel Bun ,Detached,Unfurnished,2,9,10,54 mp,1977
14-Nov-20,Actualizat în 20.08.2020,53,Iasi,Pacurari ,Detached,Unfurnished,2,1,4,60 mp,2019
14-Nov-20,Actualizat în 19.10.2020,52.5,Iasi,Mircea cel Batrân ,Detached,Unfurnished,2,3,4,50 mp,1972
14-Nov-20,Actualizat în 11.11.2020,52,Iasi,Tatarasi ,Semi_detached,Unfurnished,2,2,11,55 mp,2021 (in constructie)
14-Nov-20,Actualizat azi,45.9,Iasi,Popas Pacurari ,Detached,Unfurnished,2,1,4,50 mp,2020 (finalizata)
14-Nov-20,Actualizat în 11.11.2020,46,Iasi,Popas Pacurari ,Detached,Unfurnished,2,Parter,3,62 mp,2020 (finalizata)
14-Nov-20,Actualizat ieri,67.9,Iasi,Piata Unirii ,Detached,Furnished,2,Parter,3,42 mp,Între 1941 ºi 1977
14-Nov-20,Actualizat ieri,37.45,Iasi,Cug ,Detached,Unfurnished,1,1,4,40 mp,2018
14-Nov-20,Actualizat azi,61.9,Iasi,Copou ,Detached,Unfurnished,2,2,11,59 mp,2021
14-Nov-20,Actualizat în 19.10.2020,39.5,Iasi,Central ,Detached,Unfurnished,1,Parter,6,32 mp,2011
14-Nov-20,Actualizat în 05.11.2020,60.05,Iasi,Copou ,N/A,Unfurnished,2,1,10,64.5 mp,2019
14-Nov-20,Actualizat în 02.11.2020,77.5,Iasi,Copou ,Detached,Unfurnished,2,4,5,50 mp,2019
14-Nov-20,Actualizat în 27.10.2020,60,Iasi,Moara de foc ,Detached,Unfurnished,2,4,4,62 mp,1984
14-Nov-20,Actualizat în 04.11.2020,60.5,Iasi,Bucium ,Detached,Unfurnished,2,2,3,62 mp,2019
14-Nov-20,Actualizat în 30.10.2020,38.9,Iasi,Tatarasi ,Detached,Unfurnished,1,2,4,35 mp,1984
14-Nov-20,Actualizat în 13.10.2020,82,Iasi,Moara de foc ,Detached,Unfurnished,3,7,8,70 mp,1981
14-Nov-20,Actualizat în 11.11.2020,36.98,Iasi,Bucium ,Semi_detached,Furnished,1,Parter,3,37 mp,2020
14-Nov-20,Actualizat în 27.07.2018,57,Iasi,Cug ,Detached,Furnished,3,2,12,77 mp,2017
14-Nov-20,Actualizat în 05.11.2020,84.5,Iasi,Nicolina ,Detached,Unfurnished,3,6,7,90 mp,1986
14-Nov-20,Actualizat în 02.11.2020,49,Iasi,Central ,Detached,Furnished,2,1,3,52 mp,2020 (finalizata)
14-Nov-20,Introdus: Ieri,36,Iasi,Cug ,Detached,N/A,1,Parter,N/A,35 mp,2017
14-Nov-20,Actualizat ieri,37,Iasi,Cug ,Detached,Unfurnished,1,1,3,34 mp,2016
14-Nov-20,Actualizat în 11.11.2020,45.6,Iasi,Copou ,Semi_detached,Furnished,2,Etaj 1,N/A,41 mp,2020
14-Nov-20,Actualizat în 05.11.2020,66.8,Iasi,Copou ,Detached,Unfurnished,2,1,11,60 mp,2020 (finalizata)
14-Nov-20,Actualizat azi,63.5,Iasi,Copou ,Detached,Furnished,2,2,3,59.17 mp,2021 (in constructie)
14-Nov-20,Actualizat în 05.11.2020,135.55,Iasi,Central ,N/A,Furnished,3,1,5,76 mp,2019
14-Nov-20,Actualizat ieri,61.6,Iasi,Valea Adânca ,Detached,Unfurnished,3,3,3,77 mp,2020 (finalizata)
14-Nov-20,Actualizat în 05.11.2020,69,Iasi,Gara ,Detached,Unfurnished,2,1,10,83 mp,1990
14-Nov-20,Actualizat azi,65,Iasi,Bucium ,Non_detached,Furnished,2,Parter,2,40 mp,2019
14-Nov-20,Actualizat azi,36.75,Iasi,Pacurari ,Detached,Unfurnished,1,1,3,37 mp,2020
14-Nov-20,Actualizat în 27.07.2018,47,Iasi,Cug ,Detached,Unfurnished,2,2,12,63 mp,2018
14-Nov-20,Actualizat azi,47.4,Iasi,Copou ,Semi_detached,Furnished,2,2,11,43 mp,2021 (in constructie)
14-Nov-20,Actualizat în 25.10.2020,73,Iasi,Moara de Vânt ,Detached,Furnished,2,1,3,52 mp,2018
14-Nov-20,Actualizat în 02.11.2020,77.5,Iasi,Tudor Vladimirescu ,Detached,Furnished,2,13,13,62 mp,2018
14-Nov-20,Actualizat în 27.07.2018,57,Iasi,Cug ,Detached,Unfurnished,3,1,12,77 mp,2017
14-Nov-20,Actualizat în 02.10.2020,54.8,Iasi,Copou ,Semi_detached,Furnished,2,1,11,50 mp,2022 (in constructie)
14-Nov-20,Actualizat azi,55,Iasi,Pacurari ,Detached,Unfurnished,2,3,4,45 mp,2016
14-Nov-20,Actualizat în 19.10.2020,72,Iasi,Podul de Fier ,Detached,Unfurnished,2,1,4,65 mp,1983
14-Nov-20,Actualizat ieri,48,Iasi,Pacurari ,Semi_detached,Unfurnished,2,2,4,43 mp,1978
14-Nov-20,Actualizat în 11.11.2020,50.8,Iasi,Copou ,Semi_detached,Furnished,2,4,6,57 mp,2021 (in constructie)
14-Nov-20,Actualizat în 14.08.2020,56,Iasi,Podu Ros ,Semi_detached,Unfurnished,3,2,4,65 mp,1968
14-Nov-20,Actualizat în 04.11.2020,73,Iasi,Gara ,Detached,Unfurnished,3,2,8,72 mp,1985
14-Nov-20,Actualizat azi,63,Iasi,Canta ,Detached,Unfurnished,3,4,5,60 mp,1981
14-Nov-20,Actualizat în 29.10.2020,65,Iasi,Frumoasa ,Detached,Unfurnished,3,6,8,70 mp,1985
14-Nov-20,Actualizat în 04.11.2020,46.5,Iasi,Copou ,Semi_detached,Furnished,2,3,10,50 mp,2021 (in constructie)
14-Nov-20,Actualizat în 12.11.2020,55,Iasi,Tatarasi ,Studio,Unfurnished,2,Parter,4,49 mp,1970
14-Nov-20,Actualizat în 11.11.2020,95,Iasi,Tatarasi ,Detached,Furnished,3,5,11,93 mp,2021 (in constructie)
14-Nov-20,Actualizat ieri,75.5,Iasi,Tatarasi ,Semi_detached,Unfurnished,2,2,5,54 mp,2017
14-Nov-20,Actualizat în 17.06.2020,67,Iasi,Popas Pacurari ,Detached,Furnished,3,1,4,83 mp,N/A
14-Nov-20,Actualizat în 06.10.2020,51.2,Iasi,Nicolina ,Detached,Furnished,1,4,10,36 mp,2020 (finalizata)
14-Nov-20,Actualizat în 12.11.2020,77,Iasi,Tatarasi ,Detached,Furnished,3,6,8,80 mp,2021 (in constructie)
14-Nov-20,Actualizat azi,46,Iasi,Popas Pacurari ,Detached,Unfurnished,2,3,3,55 mp,2020 (finalizata)
14-Nov-20,Actualizat în 03.11.2020,29.7,Iasi,Pacurari ,Detached,Unfurnished,1,1,3,37 mp,2020 (in constructie)
14-Nov-20,Actualizat azi,49.5,Iasi,Pacurari ,Detached,Unfurnished,2,2,3,50 mp,2020
14-Nov-20,Actualizat ieri,84.9,Iasi,Centru Civic ,Detached,Furnished,2,3,9,44 mp,1980
14-Nov-20,Actualizat ieri,52.5,Iasi,Tatarasi ,Detached,Unfurnished,2,6,10,50 mp,1970
14-Nov-20,Actualizat în 09.10.2020,50,Iasi,Tatarasi ,Detached,Unfurnished,2,3,10,48 mp,1972
14-Nov-20,Actualizat în 22.05.2020,59.1,Iasi,Nicolina ,Detached,Unfurnished,2,1,12,60 mp,2021 (in constructie)
14-Nov-20,Actualizat azi,49.9,Iasi,Popas Pacurari ,Detached,Unfurnished,2,Demisol,3,55 mp,2020 (finalizata)
14-Nov-20,Actualizat în 29.10.2020,67.5,Iasi,Popas Pacurari ,Detached,Unfurnished,3,1,5,77 mp,2018
14-Nov-20,Actualizat azi,43.9,Iasi,Galata ,Detached,Unfurnished,2,Parter,3,45.7 mp,2020 (finalizata)
14-Nov-20,Actualizat azi,55.95,Iasi,Central ,Detached,Unfurnished,2,1,4,57 mp,2020 (finalizata)
14-Nov-20,Actualizat ieri,66.7,Iasi,Alexandru cel Bun ,Detached,Unfurnished,3,3,4,62 mp,1980
14-Nov-20,Actualizat ieri,99.85,Iasi,Alexandru cel Bun ,Detached,Unfurnished,2,3,3,60 mp,2019
14-Nov-20,Actualizat în 09.11.2020,50,Iasi,Mircea cel Batrân ,Detached,Unfurnished,2,4,4,50 mp,1974
14-Nov-20,Actualizat în 25.03.2020,53.1,Iasi,Nicolina ,Semi_detached,Unfurnished,3,Parter,2,53 mp,2021 (in constructie)
14-Nov-20,Actualizat în 29.10.2020,46.5,Iasi,Tatarasi ,Semi_detached,Unfurnished,2,Parter,4,50 mp,1967
14-Nov-20,Actualizat ieri,70,Iasi,Tudor Vladimirescu ,Semi_detached,Unfurnished,2,1,13,48 mp,2019
14-Nov-20,Actualizat în 05.08.2020,130,Iasi,Bucium ,Detached,Furnished,3,4,4,160 mp,2000
14-Nov-20,Actualizat în 12.11.2020,54,Iasi,Alexandru cel Bun ,Detached,Unfurnished,2,9,10,57 mp,1977
14-Nov-20,Actualizat în 10.11.2020,70,Iasi,Frumoasa ,Detached,Unfurnished,3,Parter,4,75 mp,1988
14-Nov-20,Actualizat ieri,55,Iasi,Bucium ,Detached,Unfurnished,3,Parter,2,61 mp,2020 (finalizata)
14-Nov-20,Actualizat azi,58,Iasi,Bucium ,Detached,Furnished,2,3,5,54 mp,2020 (finalizata)
14-Nov-20,Actualizat în 12.11.2020,48,Iasi,Popas Pacurari ,Semi_detached,Unfurnished,2,1,2,54 mp,2020 (finalizata)
14-Nov-20,Actualizat ieri,47,Iasi,Valea Adânca ,Detached,Unfurnished,2,3,3,57 mp,2020 (finalizata)
14-Nov-20,Actualizat în 04.11.2020,42,Iasi,Tatarasi ,Detached,Unfurnished,1,1,4,40 mp,2020 (in constructie)
14-Nov-20,Actualizat în 30.09.2020,110,Iasi,Copou ,Detached,Furnished,3,1,10,88 mp,2020 (finalizata)
14-Nov-20,Actualizat în 12.11.2020,52,Iasi,Tatarasi ,Semi_detached,Unfurnished,3,3,4,60 mp,Între 1941 ºi 1977
14-Nov-20,Actualizat azi,93,Iasi,Copou ,Semi_detached,Furnished,2,3,9,48 mp,2019
14-Nov-20,Actualizat azi,63,Iasi,Gara ,Detached,Unfurnished,2,3,8,45 mp,2020
14-Nov-20,Actualizat în 11.11.2020,44,Iasi,Bucium ,Semi_detached,Unfurnished,2,1,4,50 mp,2020 (in constructie)
14-Nov-20,Actualizat în 07.09.2020,38,Iasi,Nicolina ,Detached,Furnished,1,2,13,39 mp,2020
14-Nov-20,Actualizat în 05.11.2019,68.1,Iasi,Copou ,Detached,Unfurnished,2,1,10,64.82 mp,N/A
14-Nov-20,Actualizat în 06.05.2020,65.7,Iasi,Copou ,Detached,Furnished,2,1,11,60.71 mp,N/A
14-Nov-20,Actualizat în 13.06.2019,91.55,Iasi,Copou ,Detached,Furnished,3,2,10,87.2 mp,N/A
14-Nov-20,Actualizat în 06.10.2020,60.05,Iasi,Copou ,Detached,Unfurnished,2,2,10,64.5 mp,2020 (in constructie)
14-Nov-20,Actualizat în 29.01.2020,62.7,Iasi,Copou ,Detached,Furnished,2,2,11,59.7 mp,N/A
14-Nov-20,Actualizat în 05.11.2020,48,Iasi,Tudor Vladimirescu ,Studio,Unfurnished,1,4,4,50 mp,1976
14-Nov-20,Actualizat în 05.11.2020,46,Iasi,Bucium ,Detached,Unfurnished,2,2,3,55 mp,2020 (finalizata)
14-Nov-20,Actualizat în 20.10.2020,67,Iasi,Tatarasi ,Detached,Unfurnished,3,1,4,65 mp,1972
14-Nov-20,Actualizat în 29.01.2020,72.2,Iasi,Copou ,Detached,Furnished,2,1,11,65.6 mp,N/A
14-Nov-20,Actualizat în 26.10.2020,50.4,Iasi,Tatarasi ,Semi_detached,Unfurnished,2,6,10,50 mp,1972
14-Nov-20,Actualizat în 20.02.2020,57,Iasi,Nicolina ,Detached,Furnished,2,1,2,55.37 mp,2020 (in constructie)
14-Nov-20,Actualizat în 20.02.2020,67,Iasi,Nicolina ,Detached,Furnished,3,1,2,61.73 mp,2020 (in constructie)
14-Nov-20,Actualizat în 01.09.2020,52,Iasi,Mircea cel Batrân ,Semi_detached,N/A,3,Etaj 2,N/A,N/A,N/A
