scrap_date,update_date,price,city,location,product_type,furnish_type,number_of_rooms,floor_number,number_of_floors,size,year_of_construction
"November 15, 2020",Actualizat în 08.11.2020,95.000,Iasi,Valea Adânca ,House,N/A,4,N/A,N/A,117 mp,2020 (finalizata)
"November 15, 2020",Actualizat ieri,145.000,Iasi,Pacurari ,House,Unfurnished,4,N/A,N/A,150 mp,1940
"November 15, 2020",Actualizat ieri,100.000,Iasi,Bucium ,House,N/A,4,N/A,N/A,105 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 09.11.2020,850.000,Iasi,Copou ,House,Furnished,5,N/A,N/A,230 mp,1940
"November 15, 2020",Actualizat în 15.09.2020,154.000,Iasi,Pacurari ,House,Furnished,6,N/A,N/A,148 mp,2011
"November 15, 2020",Actualizat în 13.11.2020,115.000,Iasi,Exterior Nord ,House,Unfurnished,4,N/A,N/A,110 mp,2020 (in constructie)
"November 15, 2020",Actualizat în 04.11.2020,120.000,Iasi,Podul de Fier ,House,Furnished,4,N/A,N/A,98 mp,2000
"November 15, 2020",Actualizat în 05.11.2020,320.000,Iasi,Popas Pacurari ,House,N/A,5,N/A,N/A,250 mp,2018
"November 15, 2020",Actualizat ieri,72.000,Iasi,Valea Adânca ,House,N/A,4,N/A,N/A,110 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 06.11.2020,140.000,Iasi,Bucium ,House,Unfurnished,4,N/A,N/A,147 mp,2019
"November 15, 2020",Actualizat ieri,580.000,Iasi,Bucium ,House,Furnished,8,N/A,N/A,342 mp,2009
"November 15, 2020",Actualizat în 06.11.2020,79.000,Iasi,Pacurari ,House,Unfurnished,4,N/A,N/A,110 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 30.10.2020,120.000,Iasi,Dorobanti ,House,N/A,4,N/A,N/A,142 mp,2019
"November 15, 2020",Actualizat în 05.11.2020,85.000,Iasi,Central ,House,N/A,4,N/A,N/A,85 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 27.10.2020,120.000,Iasi,Pacurari ,House,Unfurnished,4,N/A,N/A,120 mp,2020 (in constructie)
"November 15, 2020",Actualizat în 05.11.2020,72.000,Iasi,Bucium ,House,N/A,4,N/A,N/A,110 mp,2019
"November 15, 2020",Actualizat în 09.11.2020,130.000,Iasi,Galata ,House,Unfurnished,4,N/A,N/A,118 mp,2020 (in constructie)
"November 15, 2020",Actualizat în 13.11.2020,72.500,Iasi,Cug ,House,Unfurnished,4,N/A,N/A,105 mp,2020 (finalizata)
"November 15, 2020",Actualizat ieri,92.000,Iasi,Miroslava ,House,N/A,4,N/A,N/A,100 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 09.11.2020,270.000,Iasi,Popas Pacurari ,House,Furnished,6,N/A,N/A,200 mp,2012
"November 15, 2020",Actualizat în 30.07.2020,120.000,Iasi,Bucium ,House,Unfurnished,5,N/A,N/A,200 mp,2019
"November 15, 2020",Actualizat în 22.06.2020,83.000,Iasi,Lunca Cetatuii ,House,Furnished,4,N/A,N/A,107 mp,2020 (in constructie)
"November 15, 2020",Actualizat în 13.11.2020,157.000,Iasi,Bucium ,House,N/A,4,N/A,N/A,200 mp,2018
"November 15, 2020",Actualizat în 03.09.2020,469.000,Iasi,Copou ,House,N/A,12,N/A,N/A,400 mp,2000
"November 15, 2020",Actualizat în 05.11.2020,78.000,Iasi,Valea Adanca ,House,N/A,4,N/A,N/A,102 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 26.10.2020,95.000,Iasi,Cug ,House,Unfurnished,4,N/A,N/A,119 mp,2020 (in constructie)
"November 15, 2020",Actualizat în 05.11.2020,89.900,Iasi,Miroslava ,House,N/A,4,N/A,N/A,99 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 11.11.2020,398.000,Iasi,Est ,House,Furnished,5,N/A,N/A,242 mp,2014
"November 15, 2020",Actualizat în 09.11.2020,100.000,Iasi,Popas Pacurari ,House,N/A,3,N/A,N/A,104 mp,Dupã 2010
"November 15, 2020",Actualizat în 05.11.2020,99.800,Iasi,Copou ,House,Furnished,3,N/A,N/A,90 mp,2014
"November 15, 2020",Actualizat în 10.11.2020,124.900,Iasi,Pacurari ,House,Furnished,4,N/A,N/A,115 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 06.11.2020,88.000,Iasi,Valea Adânca ,House,N/A,4,N/A,N/A,120 mp,2021 (in constructie)
"November 15, 2020",Actualizat în 02.10.2020,145.000,Iasi,Bucium ,House,N/A,5,N/A,N/A,140 mp,2020 (finalizata)
"November 15, 2020",Actualizat ieri,450.000,Iasi,Copou ,House,N/A,4,N/A,N/A,150 mp,1974
"November 15, 2020",Actualizat în 11.11.2020,85.000,Iasi,Valea Adânca ,House,Unfurnished,3,N/A,N/A,90 mp,2020 (in constructie)
"November 15, 2020",Actualizat ieri,340.000,Iasi,Centru Civic ,House,Unfurnished,6,N/A,N/A,166 mp,1940
"November 15, 2020",Actualizat în 05.11.2020,93.000,Iasi,Bucium ,House,N/A,4,N/A,N/A,102 mp,2018
"November 15, 2020",Actualizat în 05.11.2020,220.000,Iasi,Lunca Cetatuii ,House,N/A,9,N/A,N/A,600 mp,2019
"November 15, 2020",Actualizat în 13.11.2020,117.000,Iasi,Central ,House,N/A,4,N/A,N/A,150 mp,2019
"November 15, 2020",Actualizat în 06.11.2020,125.000,Iasi,Copou ,House,N/A,4,N/A,N/A,110 mp,2020 (in constructie)
"November 15, 2020",Actualizat în 29.10.2020,129.900,Iasi,Copou ,House,N/A,5,N/A,N/A,120 mp,2020 (in constructie)
"November 15, 2020",Actualizat ieri,80.000,Iasi,Bucium ,House,N/A,4,N/A,N/A,100 mp,2020 (finalizata)
"November 15, 2020",Actualizat ieri,78.000,Iasi,Valea Adânca ,House,N/A,4,N/A,N/A,82 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 09.11.2020,275.000,Iasi,Valea Adânca ,House,Furnished,4,N/A,N/A,180 mp,2018
"November 15, 2020",Actualizat în 09.11.2020,130.000,Iasi,Galata ,House,Unfurnished,4,N/A,N/A,118 mp,2020 (in constructie)
"November 15, 2020",Actualizat în 18.06.2020,66.900,Iasi,Pacurari ,House,Unfurnished,4,N/A,N/A,120 mp,2018
"November 15, 2020",Actualizat ieri,87.000,Iasi,Bucium ,House,Furnished,5,N/A,N/A,130 mp,2000
"November 15, 2020",Actualizat în 05.11.2020,59.500,Iasi,Valea Adânca ,House,N/A,3,N/A,N/A,87 mp,2017
"November 15, 2020",Actualizat în 05.11.2020,99.000,Iasi,Lunca Cetatuii ,House,N/A,3,N/A,N/A,85 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 19.10.2020,130.000,Iasi,Galata ,House,N/A,4,N/A,N/A,136 mp,2018
"November 15, 2020",Actualizat ieri,110.000,Iasi,Valea Adânca ,House,N/A,4,N/A,N/A,105 mp,2020 (finalizata)
"November 15, 2020",Actualizat ieri,66.000,Iasi,Central ,House,N/A,3,N/A,N/A,78 mp,2019
"November 15, 2020",Actualizat în 30.09.2020,79.500,Iasi,Pacurari ,House,Unfurnished,4,N/A,N/A,100 mp,2019
"November 15, 2020",Actualizat ieri,86.000,Iasi,Central ,House,Furnished,5,N/A,N/A,110 mp,2017
"November 15, 2020",Actualizat în 09.11.2020,395.000,Iasi,Bucium ,House,Unfurnished,4,N/A,N/A,320 mp,2014
"November 15, 2020",Actualizat în 05.11.2020,69.500,Iasi,Miroslava ,House,N/A,3,N/A,N/A,83 mp,2017
"November 15, 2020",Actualizat ieri,70.000,Iasi,Pacurari ,House,N/A,3,N/A,N/A,105 mp,2018
"November 15, 2020",Actualizat ieri,109.000,Iasi,Lunca Cetatuii ,House,N/A,4,N/A,N/A,105 mp,2020 (finalizata)
"November 15, 2020",Actualizat ieri,300.000,Iasi,Tatarasi ,House,Unfurnished,3,N/A,N/A,130.2 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 05.12.2019,131.500,Iasi,Copou ,House,Unfurnished,5,N/A,N/A,122 mp,2019
"November 15, 2020",Actualizat ieri,120.000,Iasi,Valea Adânca ,House,N/A,4,N/A,N/A,110 mp,2021 (in constructie)
"November 15, 2020",Actualizat ieri,95.000,Iasi,Exterior Vest ,House,Unfurnished,4,N/A,N/A,90 mp,2020 (finalizata)
"November 15, 2020",Actualizat ieri,115.000,Iasi,Exterior Vest ,House,N/A,4,N/A,N/A,110 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 18.08.2020,93.000,Iasi,Bucium ,House,Unfurnished,4,N/A,N/A,100 mp,2019
"November 15, 2020",Actualizat în 05.11.2020,155.000,Iasi,Central ,House,N/A,4,N/A,N/A,135 mp,2020 (finalizata)
"November 15, 2020",Actualizat ieri,78.000,Iasi,Valea Adânca ,House,N/A,4,N/A,N/A,90 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 12.11.2020,79.900,Iasi,Miroslava ,House,N/A,4,N/A,N/A,118 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 09.11.2020,57.000,Iasi,Tomesti ,House,N/A,3,N/A,N/A,78 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 07.11.2020,93.900,Iasi,Strugurilor ,House,N/A,4,N/A,N/A,107 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 09.11.2020,190.000,Iasi,Popas Pacurari ,House,Furnished,5,N/A,N/A,220 mp,2007
"November 15, 2020",Actualizat în 09.11.2020,115.000,Iasi,Popas Pacurari ,House,N/A,4,N/A,N/A,107 mp,2020 (in constructie)
"November 15, 2020",Actualizat în 20.10.2020,400.000,Iasi,Central ,House,N/A,6,N/A,N/A,145 mp,2010
"November 15, 2020",Actualizat ieri,115.000,Iasi,Vest ,House,N/A,4,N/A,N/A,112 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 17.09.2020,98.500,Iasi,Bucium ,House,Unfurnished,4,N/A,N/A,120 mp,2020 (in constructie)
"November 15, 2020",Actualizat în 10.11.2020,68.000,Iasi,Pacurari ,House,N/A,3,N/A,N/A,90 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 27.05.2020,138.000,Iasi,Bucium ,House,N/A,5,N/A,N/A,152 mp,2020 (in constructie)
"November 15, 2020",Actualizat în 03.11.2020,120.000,Iasi,Bucium ,House,N/A,3,N/A,N/A,100 mp,2019
"November 15, 2020",Actualizat ieri,85.000,Iasi,Central ,House,N/A,4,N/A,N/A,120 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 05.11.2020,490.000,Iasi,Tomesti ,House,N/A,11,N/A,N/A,925 mp,2003
"November 15, 2020",Actualizat în 05.11.2020,115.000,Iasi,Miroslava ,House,N/A,4,N/A,N/A,130 mp,2020 (finalizata)
"November 15, 2020",Actualizat ieri,99.500,Iasi,Cug ,House,N/A,4,N/A,N/A,118 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 09.11.2020,86.000,Iasi,Popas Pacurari ,House,Unfurnished,4,N/A,N/A,122 mp,2020 (in constructie)
"November 15, 2020",Actualizat ieri,110.000,Iasi,Valea Adânca ,House,N/A,4,N/A,N/A,108 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 08.07.2020,66.000,Iasi,Miroslava ,House,Furnished,3,N/A,N/A,80 mp,2020 (in constructie)
"November 15, 2020",Actualizat în 09.11.2020,239.000,Iasi,Bucium ,House,Furnished,4,N/A,N/A,310 mp,2010
"November 15, 2020",Actualizat ieri,99.000,Iasi,Cug ,House,N/A,4,N/A,N/A,130 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 05.11.2020,65.000,Iasi,Central ,House,N/A,3,N/A,N/A,77 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 09.03.2020,259.000,Iasi,Lunca Cetatuii ,House,Furnished,4,N/A,N/A,245 mp,2018
"November 15, 2020",Actualizat în 05.11.2020,145.000,Iasi,Bucium ,House,Furnished,4,N/A,N/A,138 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 05.11.2020,110.000,Iasi,Lunca Cetatuii ,House,Furnished,5,N/A,N/A,136 mp,2019
"November 15, 2020",Actualizat în 29.10.2020,95.000,Iasi,Valea Adanca ,House,N/A,4,N/A,N/A,100 mp,2020 (la rosu)
"November 15, 2020",Actualizat ieri,73.000,Iasi,Miroslava ,House,N/A,4,N/A,N/A,98 mp,2020 (finalizata)
"November 15, 2020",Actualizat ieri,95.000,Iasi,Popas Pacurari ,House,N/A,4,N/A,N/A,105 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 09.11.2020,110.000,Iasi,Popas Pacurari ,House,Unfurnished,4,N/A,N/A,108 mp,2020 (in constructie)
"November 15, 2020",Actualizat în 09.11.2020,145.000,Iasi,Bucium ,House,N/A,5,N/A,N/A,137 mp,2019
"November 15, 2020",Actualizat în 05.11.2020,157.000,Iasi,Bucium ,House,Furnished,4,N/A,N/A,150 mp,2017
"November 15, 2020",Actualizat în 03.11.2020,99.000,Iasi,Pacurari ,House,N/A,4,N/A,N/A,120 mp,2010
"November 15, 2020",Actualizat în 29.10.2020,71.500,Iasi,Popas Pacurari ,House,N/A,3,N/A,N/A,100 mp,2018
"November 15, 2020",Actualizat în 02.11.2020,440.000,Iasi,Copou ,House,N/A,8,N/A,N/A,270 mp,1970
"November 15, 2020",Actualizat în 10.08.2020,390.000,Iasi,Central ,House,N/A,5,N/A,N/A,264.41 mp,2000
"November 15, 2020",Actualizat ieri,100.000,Iasi,Miroslava ,House,N/A,4,N/A,N/A,108 mp,2020 (finalizata)
"November 15, 2020",Actualizat ieri,120.000,Iasi,Cug ,House,N/A,4,N/A,N/A,230 mp,2020 (finalizata)
"November 15, 2020",Actualizat ieri,130.000,Iasi,Valea Adânca ,House,N/A,4,N/A,N/A,125 mp,2020 (in constructie)
"November 15, 2020",Actualizat în 09.11.2020,110.000,Iasi,Popas Pacurari ,House,Unfurnished,4,N/A,N/A,110 mp,2019
"November 15, 2020",Actualizat în 05.11.2020,81.000,Iasi,Central ,House,N/A,3,N/A,N/A,89 mp,2020 (finalizata)
"November 15, 2020",Actualizat ieri,68.000,Iasi,Pacurari ,House,N/A,3,N/A,N/A,91 mp,2019
"November 15, 2020",Actualizat în 05.08.2020,670.000,Iasi,Bucium ,House,N/A,4,N/A,N/A,230 mp,2011
"November 15, 2020",Actualizat ieri,86.900,Iasi,Miroslava ,House,N/A,4,N/A,N/A,100 mp,2020 (in constructie)
"November 15, 2020",Actualizat în 06.11.2020,280.000,Iasi,Galata ,House,N/A,4,N/A,N/A,250 mp,2010
"November 15, 2020",Actualizat în 05.11.2020,69.500,Iasi,Miroslava ,House,N/A,3,N/A,N/A,100 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 09.11.2020,98.000,Iasi,Popas Pacurari ,House,Unfurnished,5,N/A,N/A,140 mp,2020 (in constructie)
"November 15, 2020",Actualizat în 20.10.2020,400.000,Iasi,Central ,House,N/A,6,N/A,N/A,145 mp,2010
"November 15, 2020",Actualizat în 19.10.2020,95.000,Iasi,Lunca Cetatuii ,House,N/A,4,N/A,N/A,110 mp,2005
"November 15, 2020",Actualizat ieri,75.000,Iasi,Miroslava ,House,N/A,4,N/A,N/A,103 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 05.11.2020,73.000,Iasi,Central ,House,N/A,4,N/A,N/A,100 mp,2018
"November 15, 2020",Actualizat în 11.11.2020,98.000,Iasi,Miroslava ,House,N/A,4,N/A,N/A,110 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 05.11.2020,390.000,Iasi,Bucium ,House,Furnished,10,N/A,N/A,480 mp,2008
"November 15, 2020",Actualizat în 05.11.2020,170.000,Iasi,Sararie ,House,N/A,3,N/A,N/A,94 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 05.11.2020,97.500,Iasi,Valea Adânca ,House,Furnished,4,N/A,N/A,100 mp,2013
"November 15, 2020",Actualizat în 07.07.2020,65.000,Iasi,Miroslava ,House,Furnished,3,N/A,N/A,78 mp,2020 (in constructie)
"November 15, 2020",Actualizat în 08.11.2020,72.000,Iasi,Visani ,House,Furnished,3,N/A,N/A,85 mp,2019
"November 15, 2020",Actualizat în 10.11.2020,75.000,Iasi,Cug ,House,Unfurnished,4,N/A,N/A,116 mp,2021 (in constructie)
"November 15, 2020",Actualizat în 09.11.2020,850.000,Iasi,Bucium ,House,Furnished,5,N/A,N/A,400 mp,2009
"November 15, 2020",Actualizat în 05.11.2020,270.000,Iasi,Popas Pacurari ,House,Furnished,9,N/A,N/A,320 mp,2011
"November 15, 2020",Actualizat în 09.11.2020,77.000,Iasi,Popas Pacurari ,House,Unfurnished,4,N/A,N/A,100 mp,2019
"November 15, 2020",Actualizat ieri,69.000,Iasi,Miroslava ,House,N/A,3,N/A,N/A,85 mp,2020 (in constructie)
"November 15, 2020",Actualizat în 16.09.2020,149.000,Iasi,Bucium ,House,Furnished,4,N/A,N/A,120 mp,2010
"November 15, 2020",Actualizat în 09.11.2020,130.000,Iasi,Galata ,House,Unfurnished,4,N/A,N/A,118 mp,2020 (in constructie)
"November 15, 2020",Actualizat în 10.11.2020,85.000,Iasi,Cug ,House,Unfurnished,3,N/A,N/A,86 mp,2020 (in constructie)
"November 15, 2020",Actualizat în 09.11.2020,90.000,Iasi,Miroslava ,House,Unfurnished,4,N/A,N/A,146 mp,2020 (in constructie)
"November 15, 2020",Actualizat în 13.11.2020,117.000,Iasi,Moara de Vânt ,House,Furnished,4,N/A,N/A,200 mp,2008
"November 15, 2020",Actualizat ieri,110.000,Iasi,Miroslava ,House,N/A,4,N/A,N/A,110 mp,2019
"November 15, 2020",Actualizat în 22.10.2020,270.000,Iasi,Bucium ,House,Furnished,6,N/A,N/A,260 mp,2005
"November 15, 2020",Actualizat în 06.11.2020,89.000,Iasi,Podul de Fier ,House,N/A,3,N/A,N/A,62 mp,1969
"November 15, 2020",Actualizat în 09.11.2020,85.000,Iasi,Popas Pacurari ,House,N/A,4,N/A,N/A,93 mp,2020 (in constructie)
"November 15, 2020",Actualizat în 29.10.2020,63.500,Iasi,Moara de Vânt ,House,Furnished,2,N/A,N/A,69 mp,1968
"November 15, 2020",Actualizat în 05.11.2020,87.000,Iasi,Central ,House,N/A,4,N/A,N/A,90 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 20.10.2020,112.000,Iasi,Central ,House,N/A,4,N/A,N/A,115 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 09.11.2020,130.000,Iasi,Miroslava ,House,Unfurnished,4,N/A,N/A,108 mp,2020 (in constructie)
"November 15, 2020",Actualizat ieri,250.000,Iasi,Târgu Cucu ,House,N/A,7,N/A,N/A,250 mp,2000
"November 15, 2020",Actualizat în 10.08.2020,1.050.000,Iasi,Copou ,House,N/A,25,N/A,N/A,1.347 mp,1900
"November 15, 2020",Actualizat în 05.11.2020,124.800,Iasi,Bucium ,House,N/A,5,N/A,N/A,120 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 11.11.2020,122.000,Iasi,Valea Adânca ,House,N/A,4,N/A,N/A,113 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 03.07.2020,90.000,Iasi,Cug ,House,N/A,4,N/A,N/A,120 mp,2019
"November 15, 2020",Actualizat în 05.11.2020,84.000,Iasi,Miroslava ,House,N/A,3,N/A,N/A,73 mp,2019
"November 15, 2020",Actualizat ieri,84.000,Iasi,Miroslava ,House,N/A,3,N/A,N/A,75 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 10.11.2020,99.950,Iasi,Bucium ,House,N/A,4,N/A,N/A,99 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 27.10.2020,65.000,Iasi,Miroslava ,House,Unfurnished,3,N/A,N/A,78 mp,2021 (in constructie)
"November 15, 2020",Actualizat în 22.10.2020,285.000,Iasi,Frumoasa ,House,N/A,6,N/A,N/A,180 mp,2020 (finalizata)
"November 15, 2020",Actualizat ieri,82.000,Iasi,Valea Adânca ,House,N/A,4,N/A,N/A,100 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 05.11.2020,89.900,Iasi,Valea Adânca ,House,Furnished,4,N/A,N/A,100 mp,2013
"November 15, 2020",Actualizat în 05.11.2020,125.000,Iasi,Valea Adânca ,House,N/A,4,N/A,N/A,140 mp,2019
"November 15, 2020",Actualizat în 05.11.2020,69.500,Iasi,Central ,House,N/A,3,N/A,N/A,160 mp,2019
"November 15, 2020",Actualizat în 11.11.2020,70.000,Iasi,Central ,House,N/A,3,N/A,N/A,86 mp,2020
"November 15, 2020",Actualizat în 01.09.2020,169.000,Iasi,Moara de Vânt ,House,N/A,4,N/A,N/A,135 mp,2020 (in constructie)
"November 15, 2020",Actualizat în 05.11.2020,117.000,Iasi,Central ,House,Furnished,4,N/A,N/A,120 mp,2014
"November 15, 2020",Actualizat ieri,120.000,Iasi,Bucium ,House,Furnished,3,N/A,N/A,100 mp,2019
"November 15, 2020",Actualizat în 13.11.2020,90.000,Iasi,Bucium ,House,N/A,4,N/A,N/A,215 mp,2011
"November 15, 2020",Actualizat în 17.09.2020,350.000,Iasi,Bucium ,House,Furnished,4,N/A,N/A,360 mp,2012
"November 15, 2020",Actualizat în 09.11.2020,105.000,Iasi,Galata ,House,N/A,6,N/A,N/A,185 mp,2008
"November 15, 2020",Actualizat în 09.11.2020,95.000,Iasi,Bucium ,House,N/A,4,N/A,N/A,100 mp,2019
"November 15, 2020",Actualizat în 12.10.2020,110.000,Iasi,Bucium ,House,Unfurnished,4,N/A,N/A,150 mp,2020 (finalizata)
"November 15, 2020",Actualizat ieri,119.000,Iasi,Valea Adânca ,House,N/A,4,N/A,N/A,105 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 11.11.2020,210.000,Iasi,Bucium ,House,Unfurnished,5,N/A,N/A,240 mp,2017
"November 15, 2020",Actualizat ieri,90.000,Iasi,Popas Pacurari ,House,N/A,4,N/A,N/A,110 mp,2020 (in constructie)
"November 15, 2020",Actualizat în 09.11.2020,90.000,Iasi,Popas Pacurari ,House,N/A,4,N/A,N/A,147 mp,Dupã 2010
"November 15, 2020",Actualizat în 05.11.2020,105.000,Iasi,Miroslava ,House,N/A,4,N/A,N/A,110 mp,2019
"November 15, 2020",Actualizat în 09.11.2020,135.000,Iasi,Bucium ,House,Unfurnished,4,N/A,N/A,140 mp,2020 (in constructie)
"November 15, 2020",Actualizat în 05.11.2020,82.000,Iasi,Miroslava ,House,N/A,4,N/A,N/A,105 mp,2020 (finalizata)
"November 15, 2020",Actualizat ieri,98.500,Iasi,Bucium ,House,N/A,4,N/A,N/A,117 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 05.11.2020,105.000,Iasi,Central ,House,N/A,4,N/A,N/A,110 mp,2019
"November 15, 2020",Actualizat în 27.10.2020,130.000,Iasi,Galata ,House,Unfurnished,4,N/A,N/A,118 mp,2020 (finalizata)
"November 15, 2020",Actualizat ieri,75.000,Iasi,Lunca Cetatuii ,House,N/A,4,N/A,N/A,100 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 12.11.2020,384.000,Iasi,Centru Civic ,House,Furnished,8,N/A,N/A,200 mp,2008
"November 15, 2020",Actualizat în 05.11.2020,270.000,Iasi,Bucium ,House,Furnished,6,N/A,N/A,260 mp,2007
"November 15, 2020",Actualizat în 09.11.2020,139.900,Iasi,Bucium ,House,Unfurnished,5,N/A,N/A,133 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 05.11.2020,320.000,Iasi,Pacurari ,House,Furnished,5,N/A,N/A,250 mp,2018
"November 15, 2020",Actualizat în 05.11.2020,99.800,Iasi,Copou ,House,Furnished,3,N/A,N/A,90 mp,2014
"November 15, 2020",Actualizat în 29.10.2020,310.000,Iasi,Tatarasi ,House,N/A,7,N/A,N/A,200 mp,2009
"November 15, 2020",Actualizat în 05.11.2020,105.000,Iasi,Valea Adanca ,House,N/A,4,N/A,N/A,115 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 26.10.2020,80.000,Iasi,Lunca Cetatuii ,House,Unfurnished,4,N/A,N/A,100 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 13.11.2020,95.000,Iasi,Copou ,House,Unfurnished,4,N/A,N/A,120 mp,2021 (in constructie)
"November 15, 2020",Actualizat în 19.09.2020,70.000,Iasi,Lunca Cetatuii ,House,Unfurnished,3,N/A,N/A,71 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 14.02.2020,131.500,Iasi,Copou ,House,N/A,5,N/A,N/A,122 mp,2019
"November 15, 2020",Actualizat în 29.10.2020,164.900,Iasi,Tatarasi ,House,N/A,4,N/A,N/A,140 mp,1962
"November 15, 2020",Actualizat în 19.10.2020,175.000,Iasi,Bucium ,House,N/A,4,N/A,N/A,200 mp,2010
"November 15, 2020",Actualizat în 09.11.2020,110.000,Iasi,Miroslava ,House,Unfurnished,4,N/A,N/A,145 mp,2020 (in constructie)
"November 15, 2020",Actualizat ieri,98.000,Iasi,Valea Adânca ,House,N/A,4,N/A,N/A,105 mp,2020 (finalizata)
"November 15, 2020",Actualizat ieri,85.000,Iasi,Valea Adânca ,House,N/A,3,N/A,N/A,100 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 29.10.2020,119.000,Iasi,Bucium ,House,N/A,5,N/A,N/A,120 mp,2020 (finalizata)
"November 15, 2020",Actualizat ieri,99.500,Iasi,Valea Adânca ,House,N/A,4,N/A,N/A,115 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 12.11.2020,89.000,Iasi,Valea Adânca ,House,N/A,4,N/A,N/A,91.85 mp,2020
"November 15, 2020",Actualizat în 05.11.2020,195.000,Iasi,Central ,House,N/A,5,N/A,N/A,126 mp,1970
"November 15, 2020",Actualizat în 10.11.2020,69.000,Iasi,Cug ,House,Unfurnished,3,N/A,N/A,74 mp,2018
"November 15, 2020",Actualizat în 30.10.2020,150.000,Iasi,Tatarasi ,House,N/A,5,N/A,N/A,180 mp,2010
"November 15, 2020",Actualizat ieri,115.000,Iasi,Miroslava ,House,N/A,5,N/A,N/A,105 mp,2020 (finalizata)
"November 15, 2020",Actualizat ieri,120.000,Iasi,Valea Adânca ,House,N/A,4,N/A,N/A,115 mp,2020 (finalizata)
"November 15, 2020",Actualizat ieri,75.000,Iasi,Popas Pacurari ,House,N/A,4,N/A,N/A,105 mp,2020 (in constructie)
"November 15, 2020",Actualizat ieri,94.000,Iasi,Valea Adânca ,House,N/A,4,N/A,N/A,95 mp,2020 (finalizata)
"November 15, 2020",Actualizat ieri,91.000,Iasi,Miroslava ,House,N/A,4,N/A,N/A,91 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 05.11.2020,93.000,Iasi,Bucium ,House,N/A,4,N/A,N/A,102 mp,2018
"November 15, 2020",Actualizat în 05.11.2020,58.000,Iasi,Lunca Cetatuii ,House,Furnished,3,N/A,N/A,80 mp,2012
"November 15, 2020",Actualizat în 05.11.2020,70.000,Iasi,Central ,House,N/A,3,N/A,N/A,85 mp,2020 (finalizata)
"November 15, 2020",Actualizat ieri,105.000,Iasi,Miroslava ,House,N/A,4,N/A,N/A,110 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 27.10.2020,80.000,Iasi,Cug ,House,Unfurnished,3,N/A,N/A,125 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 28.10.2020,115.000,Iasi,Bucium ,House,N/A,3,N/A,N/A,126 mp,2020 (in constructie)
"November 15, 2020",Actualizat în 05.11.2020,125.000,Iasi,Lunca Cetatuii ,House,Furnished,4,N/A,N/A,195 mp,2008
"November 15, 2020",Actualizat în 23.10.2020,99.000,Iasi,Central ,House,N/A,4,N/A,N/A,145 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 08.03.2019,199.000,Iasi,Bucium ,House,N/A,6,N/A,N/A,400 mp,2007
"November 15, 2020",Actualizat în 09.11.2020,170.000,Iasi,Bucium ,House,N/A,5,N/A,N/A,250 mp,2008
